address_id,schedule_code,collection_day_array
12413,WA,4
15319,WA,3
14289,WA,4
14290,WB,3
13391,WB,2
12379,WB,3
12185,WA,2
12992,WB,2
15659,WA,3
15043,WA,6
15333,WA,4
15599,WA,3
17730,WB,5
17356,WA,6
18135,WB,5
14711,WB,2
14720,WB,2
15577,WA,6
15615,WB,6
14265,WA,6
21645,WB,6
21647,WB,6
12677,WB,2
17732,WA,4
18125,WA,2
15241,WB,3
18124,WA,6
18128,WA,6
18129,WB,6
15515,WA,4
22787,WA,5
23323,WB,4
23664,WA,2
22785,WB,5
25961,WB,5
17391,WB,4
17388,WA,5
25898,WB,2
12202,WA,6
14766,WB,5
14768,WB,5
14771,WB,2
12648,WA,2
12716,WB,4
12414,WA,6
12415,WA,3
14165,WA,2
14167,WB,6
14168,WA,5
12245,WA,2
14161,WA,2
15381,WA,6
15642,WA,5
15643,WA,2
22297,WB,4
26008,WA,3
26009,WA,6
26004,WA,3
17354,WB,6
17355,WA,5
17357,WB,4
18546,WA,6
17254,WB,2
17206,WA,4
17207,WA,6
14187,WB,6
22987,WB,3
22988,WB,6
26244,WA,6
26245,WA,3
26246,WB,4
25805,WA,6
15249,WB,4
18664,WA,3
15255,WB,5
21787,WA,4
22058,WB,4
17984,WB,4
18089,WA,3
15216,WA,4
14114,WB,3
14115,WB,4
13284,WB,3
14055,WA,4
14056,WA,3
13286,WB,5
12718,WB,6
12959,WB,5
12960,WB,5
13075,WB,6
15316,WA,5
15572,WB,3
14899,WB,5
12950,WA,3
16715,WB,5
16958,WB,6
16960,WA,3
16961,WA,6
18103,WA,5
12170,WA,4
26011,WA,5
26012,WA,4
25582,WA,5
15383,WA,2
12934,WB,6
12936,WB,5
12938,WB,6
16636,WA,2
16058,WB,4
15604,WA,4
16125,WB,2
16126,WA,3
16127,WA,5
20682,WB,3
25809,WA,5
17978,WB,6
17974,WB,3
17975,WB,5
17977,WB,6
18164,WB,6
17910,WB,2
11282,WB,2
11283,WA,4
11607,WB,3
11608,WA,4
10960,WB,5
14080,WA,5
10681,WB,3
12302,WA,3
12303,WA,2
12305,WB,2
12254,WB,5
12255,WB,6
12270,WB,5
13146,WA,4
13148,WA,2
13635,WA,6
13950,WA,4
13014,WA,4
15652,WB,2
15444,WA,5
15912,WA,3
14947,WA,2
14481,WA,6
16114,WA,2
16115,WB,5
12649,WB,2
14945,WA,2
14946,WA,6
14948,WZ,2;3;4;5;6
14658,WA,2
14627,WB,2
14628,WA,2
23656,WB,4
23657,WB,4
23658,WB,3
23368,WA,5
23367,WA,3
22146,WA,6
22147,WB,4
15728,WB,5
15457,WB,4
15460,WB,6
20230,WB,4
20470,WA,5
21790,WB,6
20469,WB,6
14092,WA,3
10493,WB,3
10494,WB,3
10338,WA,6
14547,WA,3
14549,WA,6
14781,WB,3
14362,WA,5
15871,WB,6
12599,WB,5
15818,WA,6
13657,WB,3
20821,WA,5
12251,WB,5
13489,WA,4
12619,WA,5
12621,WA,4
24183,WB,4
28145,WB,4
27385,WA,4
14291,WA,3
15098,WA,2
14399,WB,2
14634,WB,2
14348,WB,6
14346,WA,2
14347,WA,4
17667,WB,2
17985,WA,4
17986,WB,4
17680,WB,3
17681,WA,3
17925,WA,2
17242,WB,6
17957,WB,2
17712,WA,6
15741,WA,3
18152,WA,6
17907,WB,2
17908,WA,2
18151,WA,6
17980,WB,5
23471,WA,3
21134,WA,3
15271,WB,3
15513,WB,6
15514,WB,3
15984,WA,3
46754,WB,5
46755,WB,5
46724,WB,5
46723,WB,5
46722,WB,5
46758,WB,5
21791,WB,2
10299,WB,4
10301,WA,5
10302,WB,3
13581,WA,2
10542,WB,5
10543,WA,2
10544,WA,6
10545,WA,5
13162,WB,6
13163,WA,4
13164,WA,4
12559,WA,3
12547,WA,6
12386,WB,2
12915,WB,2
12916,WB,4
14470,WB,5
14472,WB,5
14474,WB,4
14605,WB,2
14366,WA,2
14367,WA,6
14604,WB,4
14349,WA,5
12351,WB,2
14901,WB,2
15407,WA,4
15408,WB,2
17199,WA,5
17200,WB,2
17201,WA,2
20819,WA,6
20820,WB,3
23789,WB,2
23786,WA,3
14723,WA,2
14726,WA,5
15425,WA,3
15428,WB,6
15430,WA,3
15125,WA,3
14496,WB,6
21648,WB,4
21792,WA,2
21794,WB,4
21795,WA,2
17955,WA,3
23196,WB,4
23197,WA,4
24149,WA,6
23862,WB,2
24103,WA,4
22565,WB,2
23258,WB,2
26266,WB,6
23078,WA,3
24317,WB,6
23080,WA,2
14155,WB,6
12239,WA,5
12999,WA,3
14154,WA,5
14158,WA,2
13770,WA,6
13773,WB,5
13774,WB,4
13244,WB,4
12815,WA,2
12817,WB,2
16959,WA,5
12291,WB,5
13087,WB,5
15965,WA,6
15175,WA,4
15177,WA,5
14688,WA,4
15179,WA,3
18012,WB,2
18015,WB,4
16116,WB,4
15410,WA,3
15412,WB,5
14686,WB,4
15554,WB,4
27386,WA,6
28153,WB,2
18564,WB,4
14941,WB,4
15006,WB,2
15007,WA,6
21986,WB,6
21034,WB,6
17209,WB,5
17860,WB,6
18101,WA,3
15517,WZ,2;3;4;5;6
12478,WB,4
12479,WA,6
12480,WA,3
17072,WB,6
17074,WB,5
16592,WB,3
23365,WB,6
23603,WA,6
22860,WB,3
25464,WB,6
25465,WA,5
25711,WA,4
25713,WB,6
26479,WA,4
23886,WA,3
22953,WA,4
23214,WB,4
17405,WA,5
10638,WB,6
13089,WA,5
12281,WB,4
13614,WB,3
13617,WB,6
13619,WB,2
13411,WB,6
12157,WA,5
12153,WA,3
12158,WA,5
12712,WA,6
14053,WB,2
13427,WA,4
15060,WA,3
28158,WB,5
15360,WB,4
15361,WB,6
15362,WB,2
15363,WA,4
14802,WB,2
14803,WA,5
15836,WA,5
16134,WB,6
17587,WB,3
14713,WB,2
14950,WB,4
14951,WA,6
14955,WB,3
17068,WA,6
21789,WA,2
22821,WA,3
22823,WB,5
23158,WA,3
23160,WB,5
23161,WB,2
17448,WA,4
15438,WB,5
15439,WB,2
17920,WB,2
17922,WB,4
17923,WB,2
22993,WA,4
17407,WB,3
12292,WA,3
12598,WA,5
14817,WB,5
14818,WA,6
15405,WB,6
15402,WB,3
17278,WA,6
17279,WB,5
14260,WB,4
14261,WB,6
12472,WB,2
14966,WA,5
14672,WA,6
16593,WA,2
17226,WZ,2;3;4;5;6
15193,WB,4
15195,WB,2
15814,WB,4
15815,WA,2
15816,WA,2
23616,WA,2
20354,WA,5
20355,WA,5
23468,WB,5
23533,WB,4
23534,WB,2
23535,WB,4
25085,WA,4
12560,WB,5
15845,WB,4
15848,WB,2
12196,WA,4
14784,WA,5
12743,WB,3
12555,WB,4
12801,WB,3
13996,WB,4
12847,WB,3
12603,WA,4
12604,WA,5
13659,WA,6
13016,WB,4
21650,WA,5
18565,WA,5
17904,WB,5
15477,WA,4
15657,WB,4
15817,WA,5
15811,WA,4
15057,WA,6
15352,WB,3
15613,WB,4
15350,WB,4
10162,WA,6
10163,WA,3
13425,WB,3
13426,WB,6
10520,WA,4
10045,WB,2
10047,WA,4
15026,WB,6
14276,WB,3
14278,WB,4
14279,WB,4
14280,WA,2
14281,WB,5
12690,WB,2
12289,WA,6
15409,WB,4
15708,WB,6
15709,WB,6
15710,WA,3
15950,WB,5
15952,WB,4
14907,WA,5
14908,WB,6
15673,WB,5
15674,WA,5
15915,WA,3
14991,WB,2
15917,WA,5
15918,WA,5
22581,WA,5
22794,WB,3
23844,WB,2
23845,WB,3
25871,WA,5
25873,WA,3
10606,WA,3
15538,WA,3
12562,WB,6
13767,WB,6
14010,WA,6
14011,WB,2
12301,WA,6
46721,WB,5
27599,WB,2
27924,WA,6
27925,WA,6
22788,WB,6
23784,WB,2
14964,WA,2
14224,WB,2
15908,WB,2
15909,WA,3
14183,WA,5
15136,WB,2
15138,WA,5
15436,WA,6
15651,WA,2
17066,WA,3
17067,WB,2
17069,WA,3
17070,WB,2
17071,WA,2
22861,WA,6
22862,WA,4
22864,WA,3
23672,WA,4
17191,WB,5
15991,WB,3
15987,WB,6
17306,WB,6
13329,WB,2
13330,WB,6
13575,WB,2
13576,WA,6
11085,WA,2
13539,WA,2
24295,WA,5
30231,WA,2
30232,WA,4
30233,WB,2
24435,WB,2
26182,WA,5
26055,WB,3
17210,WA,4
15016,WA,2
15017,WB,3
14345,WA,5
12914,WB,6
16078,WA,2
15382,WA,3
19293,WA,5
17359,WB,4
17360,WA,5
17361,WB,6
23270,WA,6
17859,WB,2
17767,WA,5
17768,WA,6
15602,WB,2
23275,WB,6
24966,WB,5
24318,WB,6
24967,WB,5
24487,WB,6
17445,WB,3
17446,WB,5
13540,WB,2
13785,WB,2
10303,WB,6
13041,WB,2
12229,WA,5
12231,WA,2
12314,WA,4
13951,WA,3
17245,WA,3
15111,WA,2
15112,WA,6
15113,WB,4
14468,WA,5
15655,WB,5
14865,WB,5
15588,WA,3
15589,WA,4
15590,WA,5
15676,WB,4
15549,WB,3
15677,WA,3
15544,WA,4
15575,WA,5
16132,WB,4
16133,WB,2
16135,WA,2
15531,WA,4
15533,WA,5
17958,WA,6
46753,WB,5
16400,WA,5
22588,WA,2
22589,WB,5
25318,WA,6
25315,WA,4
26142,WB,6
26313,WA,3
29970,WB,2
15062,WB,4
15063,WB,4
12751,WB,5
14854,WA,6
17892,WB,4
18080,WB,2
17559,WA,4
20998,WB,2
21555,WB,6
23491,WB,6
23492,WA,5
23494,WA,3
26065,WB,3
26067,WB,2
25311,WA,4
17429,WA,2
21732,WB,3
21736,WB,2
23986,WB,4
22427,WA,3
22428,WA,2
22430,WA,5
23406,WB,3
23417,WB,4
20346,WB,6
23215,WA,6
25174,WA,4
19001,WB,4
13682,WA,6
13679,WA,6
13681,WB,3
13368,WA,3
13111,WA,4
10524,WB,6
10552,WA,6
16121,WA,3
16122,WA,3
13356,WB,4
13189,WB,2
13190,WA,5
13448,WB,2
12278,WA,4
13172,WA,2
15569,WB,4
15835,WB,5
12384,WA,5
12710,WB,5
12711,WA,5
14119,WA,6
14037,WB,2
13879,WB,3
14038,WA,6
14039,WB,2
12299,WA,5
13358,WA,3
13359,WA,3
13360,WA,4
13273,WB,3
13274,WB,6
14731,WA,2
14733,WB,6
14134,WA,4
14136,WB,6
23987,WA,6
23988,WB,5
22284,WA,6
22281,WA,6
14504,WA,6
15947,WB,5
14938,WA,4
17636,WB,2
15601,WA,6
21135,WB,6
15603,WA,6
22995,WA,6
26165,WB,5
23157,WB,5
23154,WA,3
13112,WA,5
24219,WA,5
23717,WA,6
23718,WB,2
23719,WA,3
23720,WA,3
22163,ZZ,
15788,WA,3
10637,WB,5
23369,WA,4
13125,WA,3
13129,WB,5
13130,WB,3
13131,WB,2
13537,WA,6
12714,WA,5
12495,WA,2
14567,WB,4
14571,WB,2
12492,WB,2
14572,WB,4
10417,WB,5
13437,WB,6
13390,WA,6
14623,WA,4
14629,WA,2
18002,WB,2
18003,WA,3
18004,WA,3
16031,WB,6
14141,WB,2
14143,WA,4
14144,WA,4
14384,WA,3
14789,WB,5
14790,WB,5
14793,WA,5
14619,WB,5
12392,WB,6
16070,WB,2
14254,WB,2
23276,WA,3
18923,WB,5
17963,WA,6
17968,WB,2
23155,WA,5
24127,WA,6
23824,WB,6
23826,WA,2
23827,WB,4
23828,WB,4
22837,WA,2
25474,WA,3
26312,WA,6
24218,WB,6
25736,WA,4
12207,WA,2
12208,WB,5
12209,WB,2
12210,WB,4
13884,WA,2
13885,WB,6
17218,WA,3
17219,WA,5
17222,WB,4
17223,WB,5
13928,WB,2
13015,WA,5
17443,WA,5
17444,WA,3
15441,WA,5
15443,WB,4
12632,WB,6
12633,WB,2
15082,WA,2
15878,WB,3
15891,WA,2
15892,WA,4
15893,WA,3
15895,WA,3
15127,WA,4
14186,WB,3
17369,WB,2
21383,WB,2
22149,WA,3
22150,WA,2
21382,WB,5
21387,WA,6
17513,WB,5
17585,WB,5
17584,WB,5
17165,WB,4
17167,WB,5
17250,WB,5
15251,WA,4
15252,WB,6
23200,WA,5
23201,WB,3
15809,WB,6
29971,WB,3
47210,WB,5
12211,WB,5
12212,WA,3
12214,WB,5
12895,WA,2
13271,WA,3
12823,WB,2
12824,WB,2
12825,WB,4
15566,WB,5
22893,WA,6
15015,WA,3
14983,WB,6
15528,WA,4
14124,WB,4
12342,WB,4
16630,WA,2
13001,WA,5
13002,WB,4
13003,WB,3
13004,WB,5
13005,WA,4
14469,WB,2
12676,WA,6
17208,WB,2
17437,WB,2
22245,WA,3
24072,WA,2
22915,WB,3
15239,WA,3
15480,WA,4
16574,WB,3
16575,WA,3
16583,WA,4
20729,WB,3
23079,WA,5
15967,WB,4
13399,WB,2
13400,WB,6
13548,WA,4
10041,WB,5
10574,WA,4
10706,WB,4
47215,WB,5
47216,WB,5
47220,WB,5
47211,WB,5
47217,WB,5
25616,WB,2
23252,WB,3
23253,WA,5
22460,WB,4
22462,WA,2
22399,WA,5
23536,WB,2
12905,WB,4
12906,WB,4
12907,WB,6
15372,WA,3
15529,WB,3
15530,WB,6
12356,WB,2
14211,WA,5
15289,WB,5
12912,WA,5
12669,WA,3
12670,WA,2
12990,WB,3
14242,WB,5
14445,WB,2
15116,WB,2
15121,WA,3
15825,WA,2
12685,WA,2
22912,WA,4
22916,WB,4
23843,WA,6
23199,WB,6
27213,WA,4
27215,WB,5
27216,WA,2
26481,WA,3
23883,WA,2
21136,WA,3
22744,WB,3
13718,WA,2
12615,WB,5
13627,WB,4
12321,WA,4
10707,WA,5
13490,WA,3
13492,WA,6
13493,WB,3
13494,WA,5
13191,WB,6
13193,WB,5
12577,WA,5
14785,WA,2
15192,WA,5
17776,WB,3
17777,WA,3
16094,WA,4
17778,WB,2
17779,WB,5
14940,WB,2
14981,WA,5
12581,WA,6
14118,WB,3
14131,WB,6
13110,WA,2
13366,WA,4
13599,WA,2
13602,WA,6
13128,WA,2
15548,WB,4
15367,WB,2
15370,WB,5
16002,WB,5
18165,WA,3
16000,WA,3
16001,WB,6
18094,WB,2
18095,WB,2
18096,WB,5
20468,WB,6
23202,WA,5
26143,WB,4
23184,WA,6
23185,WB,4
15329,WA,5
12323,WB,2
13165,WA,4
12213,WB,4
12216,WA,4
14300,WB,5
14301,WA,4
13669,WB,5
13670,WA,4
24217,WA,4
13789,WB,2
12622,WA,4
13929,WB,6
12863,WB,6
12864,WA,6
12865,WB,6
18543,WA,6
18544,WA,2
17839,WB,2
17840,WB,3
17475,WB,2
17163,WA,2
13387,WA,4
28154,WA,3
28156,WB,2
25312,WA,6
12681,WB,3
15066,WB,4
15069,WA,3
15071,WA,6
15072,WB,4
12118,WB,4
12518,WB,6
12116,WA,3
12117,WB,2
18130,WZ,2;3;4;5;6
18131,WB,5
17442,WA,2
17438,WB,5
17439,WB,2
17440,WA,6
15820,WB,3
17552,WB,4
15714,WA,3
15330,WA,6
15331,WB,5
15332,WB,4
15139,WA,6
14662,WA,3
17990,WA,2
15723,WA,6
15724,WA,5
13395,WB,4
12624,WA,5
13275,WB,2
14573,WA,4
14813,WB,4
14814,WB,2
12848,WA,5
12849,WA,6
12668,WA,5
12198,WA,3
12199,WB,2
12383,WA,5
12385,WB,3
15567,WB,5
14993,WA,3
14245,WB,4
15287,WB,4
15278,WA,5
15860,WA,6
12349,WA,3
12102,WB,3
12103,WA,2
12348,WB,6
14488,WB,6
14489,WA,4
14491,WB,4
14441,WA,6
14443,WB,6
15972,WA,6
15261,WB,6
15262,WB,3
15263,WA,6
15264,WA,6
16573,WA,5
15715,WB,3
15716,WB,3
17307,WA,5
18081,WA,4
18083,WB,6
12930,WB,4
12931,WA,3
17449,WA,4
17430,WB,2
24316,WB,3
15464,WB,2
15467,WB,3
15468,WA,3
15021,WB,6
12505,WB,2
12126,WB,6
13208,WB,4
13210,WB,3
13212,WB,3
13207,WA,5
13213,WA,6
13655,WA,5
13438,WB,3
12877,WB,6
14255,WB,5
14256,WB,3
14257,WB,3
14258,WB,6
15862,WB,6
15353,WA,2
15354,WA,2
15859,WA,6
15355,WA,2
15357,WB,2
15550,WA,6
15553,WA,2
14625,WB,3
17979,WA,4
21137,WB,2
21138,WB,2
26040,WB,6
22145,WA,5
15499,WA,3
17363,WB,6
17364,WA,2
16019,WA,6
16021,WA,3
17258,WB,4
13243,WA,3
21305,WA,5
15033,WB,2
14533,WA,2
13008,WB,6
13009,WB,4
12200,WB,6
14546,WB,4
22168,WB,5
21400,WB,4
15260,WA,4
22291,WA,4
22292,WB,2
22767,WB,5
22768,WB,4
24265,WB,5
20737,WA,4
22994,WA,5
12290,WB,5
12503,WA,5
12504,WA,6
10423,WB,2
24164,WB,5
24166,WB,5
22961,WB,2
20629,WB,3
20626,WA,4
25449,WB,5
25450,WB,5
25680,WB,6
25265,WB,5
22290,WA,5
22558,WA,6
27861,WB,5
23439,WB,3
21306,WA,5
20241,WA,5
23346,WA,4
23347,WA,6
23313,WA,2
23308,WA,3
24256,WB,5
21551,WA,2
22445,WB,6
27279,WA,5
27280,WA,2
27284,WA,4
23639,WB,4
23626,ZZ,
22682,WA,5
22684,WB,2
27380,WA,6
25137,WA,5
25139,WB,4
25140,WA,3
25141,WB,4
25142,WB,5
25143,WB,2
25151,WB,5
23865,WB,2
24101,WA,6
23336,WB,2
32127,WA,2
30726,WB,2
28817,WB,3
26700,WB,2
26429,WA,6
23630,WA,5
23631,WB,4
22687,WB,2
22688,WA,6
22689,WB,6
23328,WA,3
22741,WA,3
12183,WA,2
12437,WB,4
16299,WA,5
16300,WB,4
16301,WB,3
16302,WA,6
12993,WA,4
12186,WA,3
16447,WA,6
17042,WB,5
17046,WB,3
12419,WB,5
12420,WB,4
27277,WA,5
27278,WA,6
27789,WB,6
28130,WA,6
23666,WA,3
24116,WB,5
23880,WA,2
23881,WA,3
23332,WA,3
23333,WA,3
23570,WA,4
24158,WA,2
24159,WA,3
29186,WB,4
20590,WA,3
22474,WA,3
22727,WA,3
22729,WZ,2;3;4;5;6
22512,WA,5
22514,WB,4
22515,WB,4
23667,WA,4
26941,WA,4
26942,WB,2
26943,WA,6
23207,WA,2
23208,WB,6
24157,WA,6
22444,WB,4
20220,WA,6
20221,WA,4
31083,WA,3
28876,WB,5
28878,WA,6
28879,WB,4
23597,WA,3
24948,WB,4
24176,WA,5
22653,WA,2
27266,WA,4
27267,WA,2
23878,WA,5
23879,WB,6
25829,WB,6
20222,WB,6
26241,WB,2
25778,WB,3
31851,WA,6
31848,WA,6
31850,WA,2
32176,WB,4
32177,WA,6
32178,WA,4
32182,WB,4
28375,WA,6
26131,WB,2
26133,WA,3
21809,WA,2
12155,WA,4
15625,WB,6
14693,WB,6
13719,WB,3
13409,WA,2
13721,WA,5
38402,WA,4
26060,WA,2
25617,WA,4
25618,WA,6
25619,WB,6
22343,WA,4
22344,WB,6
23123,WA,4
25726,WA,2
20263,WA,3
20267,WA,3
21460,WB,3
21042,WB,4
20945,WA,3
29019,WA,4
26707,WA,4
26708,WA,2
26709,WA,4
26713,WB,6
26714,WA,2
27858,WB,4
27860,WB,5
22798,WB,2
22800,WA,6
25152,WB,6
25153,WB,3
25071,WA,3
28617,WA,5
28619,WB,2
24811,WA,4
28245,WB,4
24810,WA,2
27930,WA,3
27931,WB,3
27932,WB,4
25543,WB,5
22634,WB,2
27810,WA,3
30838,WA,6
30839,WB,4
30137,WA,3
30139,WB,3
26914,WA,6
27155,WB,6
27156,WA,2
29651,WA,6
24862,WA,5
24292,WB,4
24294,WA,4
24540,WA,3
32167,WA,2
26513,WB,4
28626,WA,2
28627,WB,4
29755,WA,3
29756,WA,5
22886,WA,2
22059,WB,2
22060,WA,6
27445,WB,2
28134,WA,4
28210,WB,2
28211,WB,5
20288,WA,6
20290,WB,2
20471,WB,3
20472,WB,3
28184,WA,2
28185,WA,3
27910,WA,5
26920,WA,4
26925,WB,4
27136,WA,3
26977,WB,3
27225,WA,5
23990,WA,4
24054,WB,3
23625,WA,5
22894,WA,6
22580,WA,5
25652,WB,4
25654,WA,5
12688,WB,2
12380,WB,6
13392,WA,2
13388,WB,6
13394,WA,3
13897,WB,2
16376,WA,6
23027,WA,4
23568,WA,4
23569,WA,6
23818,WB,3
23820,WB,4
23821,WB,5
25448,WB,3
20545,WA,2
20546,WB,5
23507,WA,5
23965,WA,2
25698,WB,5
25699,WB,2
27226,WA,3
29252,WB,5
28925,WA,3
28928,WA,4
29251,WA,3
29253,WB,5
24548,WB,6
24251,WA,2
21798,WA,5
21799,WA,4
22040,WA,5
20551,WB,4
20552,WA,3
15433,WA,5
14650,WB,6
14429,WB,5
14430,WA,5
14665,WA,4
14671,WB,4
14239,WA,6
20591,WA,4
22973,WB,3
27438,WB,3
22395,WA,2
22392,WA,4
22393,WB,2
26130,WB,4
25700,WA,3
25701,WA,4
26029,WA,5
26030,WB,2
25916,WB,4
2302,WB,5
25497,WA,3
25498,WA,5
32354,WA,5
32355,WA,3
32356,WB,4
24649,WA,6
27933,WA,4
26031,WB,3
20218,WB,2
20237,WB,6
22334,WB,4
22333,WB,6
22336,WA,4
22425,WA,4
22426,WB,6
20624,WA,6
21529,WA,6
20946,WA,6
20947,WB,2
20948,WB,5
25227,WA,3
25228,WB,3
25229,WB,5
23122,WB,4
23263,WA,4
23264,WB,6
23265,WA,2
22479,WB,3
22480,WA,2
22481,WA,2
23209,WA,2
22339,WB,2
25186,WA,2
25187,WB,5
26292,WB,2
28161,WB,2
28164,WB,6
26733,WA,6
24210,WB,5
23975,WA,4
23976,WA,2
24214,WA,3
23547,WB,6
31651,WB,3
32119,WB,6
26514,WA,4
28205,WB,5
28201,WA,5
25541,WA,6
25542,WB,2
30984,WA,6
30390,WB,3
25230,WB,3
25056,WA,6
25057,WA,2
24232,WA,5
24234,WB,4
25762,WB,4
25513,WA,6
28990,WB,6
28991,WB,6
32352,WZ,2;3;4;5;6
32361,WB,6
28471,WA,4
28472,WB,5
28474,WA,3
31652,WB,5
27509,WA,4
27510,WA,2
24153,WB,5
22805,WA,4
22806,WA,3
22808,WA,2
23343,WB,2
23600,WA,5
25609,WA,5
25612,ZZ,
22338,WA,5
22643,WB,4
23620,WA,3
25585,WA,3
25586,WA,3
23941,WB,6
20567,WB,4
20568,WB,4
20570,WA,2
20573,WB,4
23994,WA,4
20473,WB,5
20474,WB,2
20476,WA,4
24620,WB,4
24884,WA,4
27235,WA,3
20690,WB,3
23100,WB,3
23101,WB,5
23890,WA,3
23891,WB,4
25718,WB,6
25672,WA,3
25519,WA,3
25520,WB,4
28204,WA,5
28206,WB,5
26705,WB,2
26706,WB,2
24650,WB,3
26049,WA,4
22676,WB,5
22240,WA,6
23651,WB,3
23648,WA,3
23649,WA,5
23650,WA,4
23653,WA,2
20351,WA,4
21029,WB,5
21030,WB,5
21031,WB,2
20320,WA,3
28389,WB,4
28380,WB,2
25150,WB,2
24768,WA,5
24843,WB,4
24844,WA,3
24846,WB,6
25161,WB,3
29256,WB,3
29259,WB,3
32126,WA,3
27229,WB,3
27230,WA,2
27232,WA,3
27234,WB,6
26050,WA,3
25535,WA,2
25584,WB,4
23348,WA,2
23349,WB,6
23928,WB,4
24170,WB,5
26271,WA,5
26272,WA,5
20316,WB,6
21975,WA,5
21976,WB,2
21977,WB,4
23992,WA,2
23989,WB,4
28382,WA,6
27223,WB,6
27224,WB,2
26426,WB,4
26427,WB,2
26428,WB,4
31837,WA,4
25972,WA,4
20594,WA,2
20595,WB,3
20597,WB,4
20599,WB,4
20600,WB,6
22774,WA,5
24792,WB,3
24904,WB,2
24793,WA,3
24794,WB,2
24905,WB,2
24906,WB,6
25041,WA,6
27940,WA,5
31910,WB,5
31911,WA,5
31912,WB,5
24240,WB,2
24235,WB,6
25368,WA,3
25583,WB,3
22320,WB,2
22321,WA,4
22571,WB,2
25673,WB,2
25676,WA,4
25677,WA,3
25523,WA,6
25525,WB,6
25526,WA,2
26098,WA,3
26099,WA,5
26102,WA,2
20950,WA,4
20242,ZZ,
23490,WB,6
23486,WA,2
23489,WA,4
23732,WB,4
25655,WA,3
25043,WA,5
25044,WB,6
25045,WB,4
29958,WA,6
26179,WA,4
26180,WA,4
24647,WB,5
25274,WA,5
32168,WB,6
27382,WA,5
22490,WB,6
22491,WB,5
22492,WA,5
22494,WA,5
22495,WA,6
13357,WA,5
13521,WA,3
13522,WB,3
13637,WA,4
12346,WB,4
12623,WA,3
15076,WA,4
17012,WA,4
16433,WB,5
31084,WA,5
31081,WB,3
31082,WA,6
30380,WA,5
27806,WA,5
27807,WA,4
27809,WA,4
19958,WA,2
19206,WA,5
15621,WA,2
15622,WA,4
15632,WB,5
15633,WA,2
12909,WA,3
15034,WB,6
27678,WA,5
27679,WA,3
22626,WZ,2;3;4;5;6
23345,WB,2
24541,WA,2
25475,WA,5
26052,WA,2
21293,WB,5
21296,WB,5
20823,WB,4
22541,WA,4
22542,WB,3
22700,WB,5
27369,WA,5
32171,WB,2
22332,WA,6
25981,WA,2
25982,WA,4
25983,WB,3
25985,WB,2
23966,WB,3
20727,WA,4
20794,WB,2
28232,WB,2
28234,WB,3
28235,WA,3
28236,WA,4
28237,WB,5
16436,WB,5
16437,WB,2
14599,WB,2
15096,WB,4
12355,WB,6
15593,WB,2
17047,WB,2
17050,WA,4
16269,WA,5
16272,WA,4
12768,WA,4
12769,WB,3
22793,WB,6
23174,WB,2
22926,WA,6
15037,WA,2
22294,WB,3
22296,WB,6
25491,WB,2
25323,WA,6
25621,WB,4
24621,WB,4
24388,WA,4
25162,WA,4
24546,WB,4
25931,WB,4
25933,WB,3
25934,WB,4
25935,WA,2
22486,WB,4
22487,WB,2
22488,WB,6
23081,WB,3
26270,WB,6
13516,WA,4
13512,WB,6
12256,WB,5
13495,WA,4
13733,WA,2
12488,WA,6
12489,WA,2
14833,WB,6
14336,WA,4
29395,WA,3
22365,WB,6
23553,WA,4
23799,WA,6
23331,WB,6
23634,WB,4
23550,WA,2
24003,WA,2
24597,WA,4
29317,WB,6
29318,WA,4
20203,WA,4
20204,WA,3
20206,WA,3
20208,WB,2
21104,WA,5
12951,WA,3
12952,WB,2
12955,WB,6
12957,WB,5
12958,WB,4
20487,WA,2
20489,WA,2
25635,WB,3
25876,WA,2
25875,WB,4
22719,WA,3
22720,WB,6
22721,WB,5
26698,WA,2
24493,WA,3
24494,WB,6
24748,WB,2
23190,WB,2
23191,WA,4
23193,WA,3
28182,WA,4
24507,WB,6
25678,WA,6
25679,WB,4
25924,WA,3
24332,WB,5
22764,WB,3
21556,WB,3
13278,WB,3
13266,WA,6
13497,WA,4
13077,WA,2
15841,WA,5
15842,WA,5
15843,WB,4
15844,WA,6
14919,WB,3
15310,WA,3
17775,WB,3
15772,WA,6
14401,WA,2
20212,WA,5
20454,WA,6
23766,WA,2
23767,WB,3
29188,WB,6
29189,WA,2
24378,WA,3
29315,WB,6
29319,WB,2
24552,WA,5
24553,WB,5
24320,WA,2
24323,WA,4
24324,WA,4
24325,WA,5
26976,WA,2
28316,WA,4
28311,WA,5
28317,WA,5
26046,WB,5
25473,WA,6
23754,WB,2
23755,WB,2
22685,WB,5
25548,WB,5
27368,WA,3
23233,WB,5
23231,WB,2
23232,WA,5
24171,WB,2
21557,WA,4
21800,WA,3
21801,WA,2
21802,WA,4
24381,WA,5
24385,WA,4
24386,WA,6
25834,WA,2
26277,WA,2
30890,WA,6
30323,WA,3
25575,WB,4
23076,WB,4
22814,WB,4
24118,WA,5
14403,WB,3
14404,WA,2
12397,WA,3
14408,WB,6
17082,WB,6
25836,WB,3
25447,WB,4
23325,WB,6
23326,WB,6
23327,WA,3
23329,WA,3
23330,WA,5
20759,WA,3
20760,WB,2
25066,WA,3
25072,WB,4
24372,WB,2
24374,WA,2
24375,WB,2
24376,WB,5
23768,WA,2
22061,WB,4
22063,WB,2
22067,WA,6
22068,WA,2
