address_id,schedule_code,collection_day_array
33060,WB,2
32807,WB,2
32809,WB,2
28761,WB,5
27978,WA,5
27490,WB,4
27491,WA,4
24537,WA,2
24538,WA,4
29564,WA,3
29566,WA,3
27469,WA,5
25435,WB,2
35755,WA,2
35756,WA,2
36267,WB,2
36268,WB,4
27717,WA,3
27719,WA,3
30365,WB,3
29133,WB,2
28569,WA,5
29913,WA,4
29141,WA,2
29329,WA,3
31239,WB,2
27137,WB,4
27259,WA,3
27260,WB,5
27031,WB,6
27761,WB,5
31869,WA,2
27703,WA,3
27704,WB,2
33868,WB,5
33869,WB,4
33866,WA,2
33260,WB,4
28770,WB,4
28771,WA,2
32224,WA,2
25169,WA,6
27482,WB,4
28281,WB,6
29027,WA,2
33814,WA,5
33815,WB,6
33817,WA,6
33818,WA,4
33820,WA,2
33821,WA,5
25668,WA,2
25669,WB,4
25670,WA,5
29338,WA,3
29333,WB,6
29335,WB,4
29337,WB,2
27751,WA,5
34657,WB,2
32183,WB,4
29192,WB,4
29193,WB,6
29194,WB,4
29195,WA,2
31889,WB,3
24623,WA,6
25243,WA,6
25244,WA,6
34190,WB,2
32756,WB,3
32757,WA,4
29248,WB,5
29249,WB,5
28578,WA,2
28581,WA,4
29638,WA,2
30174,WA,2
30176,WB,6
30179,WB,6
26562,WB,5
24849,WB,3
25082,WB,6
29656,WB,3
29657,WA,3
29658,WA,4
29571,WA,4
29572,WA,4
31145,WA,6
30199,WB,4
30200,WB,3
28786,WA,3
28790,WB,3
29327,WA,3
29328,WB,5
28261,WB,5
28263,WA,6
26798,WB,3
33595,WA,3
26383,WA,5
29671,WB,4
28948,WA,2
28944,WB,6
27752,WA,3
26321,WA,2
26796,WA,6
26335,WA,2
24447,WB,3
24448,WA,6
24451,WB,5
27554,WA,4
26769,WA,4
25005,WA,3
28988,WB,5
24932,WA,3
32035,WA,4
28511,WB,3
28508,WB,2
32197,WA,3
29785,WA,4
26673,WA,4
26954,WB,5
32804,WA,6
32805,WB,3
32806,WB,4
32672,WA,6
36441,WB,4
36098,WA,5
34916,WA,6
28067,WB,5
28309,WA,4
27242,WB,4
28573,WA,3
34249,WB,6
33932,WB,2
33933,WB,2
33514,WA,5
33518,WB,4
33519,WB,4
35149,WA,6
35151,WA,5
27793,WA,3
27794,WB,6
27795,WA,2
30095,WA,5
30097,WB,3
30099,WA,6
27097,WB,2
28947,WA,5
32785,WB,5
28699,WB,6
28700,WA,6
28698,WA,2
28701,WA,4
28978,WB,2
28979,WA,3
28980,WA,2
28976,WA,6
32219,WA,5
31777,WA,5
31189,WA,5
31395,WB,6
31186,WA,6
28512,WB,5
29691,WB,6
24771,WA,5
26869,WB,3
26870,WB,4
29339,WA,3
29341,WA,3
24605,WA,6
24886,WB,4
25074,WB,5
25075,WA,5
26524,WA,2
26363,WA,2
29298,WA,3
24426,WA,4
28577,WB,5
27331,WB,3
26652,WB,4
30628,WA,6
30631,WA,2
30632,WB,5
29825,WA,4
29119,WA,4
29120,WA,6
29826,WB,2
34684,WB,2
28033,WB,2
28034,WA,2
31288,WB,5
34355,WA,3
34357,WA,3
34358,WB,3
33864,WB,5
33865,WB,3
32225,WA,6
32226,WB,4
28697,WA,5
27472,WB,4
26646,WB,5
26648,WB,6
26650,WB,4
26915,WB,3
34946,WA,2
31187,WB,5
31887,WB,5
31890,WA,5
35513,WA,2
35744,WB,2
35747,WB,3
35748,WB,6
35749,WA,3
35752,WB,6
35754,WB,4
35569,WA,6
36476,WB,2
32787,WB,3
32788,WB,4
32789,WB,5
25689,WA,6
33470,WA,5
29033,WA,5
31805,WB,2
30689,WB,5
30690,WA,2
33082,WB,3
34756,WB,6
34757,WB,5
35566,WA,3
34758,WA,5
27001,WA,5
25002,WA,6
27002,WB,3
25245,WB,2
36264,WA,2
31202,WA,6
31203,WA,4
27721,WA,4
29416,WB,4
26891,WA,2
26892,WA,3
26893,WB,5
26896,WA,4
32879,WA,3
32881,WA,2
32882,WB,6
30028,WB,5
30030,WA,3
20584,WA,5
22809,WA,5
29647,WB,3
29881,WA,6
29884,WA,3
26379,WA,3
26833,WA,2
30660,WB,6
27851,WB,2
29475,WB,4
28435,WB,6
34233,WA,5
31767,WB,5
31769,WA,5
32037,WA,5
29398,WB,2
30346,ZZ,
28198,WA,6
28199,WB,4
27622,WA,5
28341,WA,3
27400,WB,3
27621,WA,4
30609,WA,3
30610,WA,3
32036,WA,5
20213,WA,6
20214,WA,3
20215,WB,6
20217,WB,6
25023,WA,3
29939,WB,5
29937,WA,5
25362,WB,6
25363,WA,4
25364,WB,3
20527,WA,3
20456,WB,3
20524,WB,2
29172,WA,2
28871,WB,6
30300,WA,6
30301,WB,6
27217,WB,4
30318,WA,5
25301,WB,6
29385,WB,4
29388,WB,5
24857,WB,6
24245,WB,6
23814,WB,3
23480,WA,2
23481,WB,6
30647,WA,2
30648,WB,2
30415,WA,5
27187,WA,3
29093,WB,2
24395,WA,2
28663,WA,4
28922,WA,4
31810,WB,2
31812,WA,5
30621,WB,5
30957,WA,2
28429,WA,2
28430,WB,4
28432,WA,5
33636,WA,6
33637,WA,6
31271,WB,6
31274,WB,4
29266,WB,2
27757,WB,3
29452,WA,3
29678,WB,4
20795,WB,5
20796,WA,2
20797,WA,3
24937,WB,5
24934,WB,5
29486,WB,4
29487,WB,2
29488,WB,2
29057,WB,2
24893,WB,3
24547,WA,6
27144,WA,3
28326,WB,4
27627,WB,4
27628,WA,5
27872,WA,4
27873,WA,6
27875,WB,4
27876,WB,4
27877,WA,3
29173,WA,3
32373,WA,2
23115,WB,5
29820,WB,6
30374,WB,3
29998,WB,6
24510,WA,4
24587,WA,3
24589,WA,6
24393,WA,5
24638,WA,2
24639,WB,6
25936,WB,3
25937,WB,6
24854,WB,3
30607,WB,3
24874,WA,4
24875,WA,3
24723,WB,2
29804,WA,3
29805,WA,4
27062,WB,2
32278,WA,5
25260,WA,3
25264,WA,5
27561,WA,6
28009,WB,4
27559,WB,5
27560,WB,3
27114,WA,4
24616,WA,3
29310,WA,3
24848,WB,5
27919,WB,3
24803,WA,2
24805,WB,3
32229,WB,4
32430,WZ,2;3;4;5;6
32432,WB,6
32436,WB,6
32230,WB,2
32231,WB,4
32232,WA,3
31457,WB,4
31458,WB,5
27313,WA,5
31672,WA,2
31673,WB,2
31676,WB,2
24659,WA,6
28390,WA,4
29999,WA,3
26983,WB,6
26984,WB,4
26985,WA,5
26990,WA,3
26992,WB,2
29519,WB,5
29520,WB,4
22593,WB,2
22872,WA,6
22873,WA,3
22874,WA,6
27273,WA,2
29807,WA,3
29808,WA,3
29809,WA,3
26702,WB,5
26963,WA,2
26964,WB,2
29814,WB,4
30834,WB,6
27956,WA,5
27949,WA,4
30653,WA,6
30911,WA,4
30912,WA,6
30913,WB,2
29089,WA,5
28914,WA,6
28916,WB,5
32109,WA,2
31454,WB,5
31455,WA,6
31456,WA,6
28461,WB,3
23833,WB,4
23834,WB,2
25439,WA,5
29518,WA,2
25110,WA,4
25111,WA,4
24418,WA,2
26498,WA,2
24660,WA,5
24661,WB,5
26206,WB,6
26208,WA,6
27517,WA,2
27518,WA,6
26781,WA,3
26782,WA,6
26462,WB,4
29476,WA,6
25059,WA,6
25060,WA,4
25061,WB,5
24337,WA,2
24662,WA,4
24872,WB,5
27457,WB,4
31100,WB,4
30785,WB,3
30973,WA,4
28751,WA,4
34165,WB,4
34166,WB,2
34167,WA,6
29092,WB,2
27258,WB,5
29703,WB,3
29941,WA,5
26371,WA,4
26372,WA,2
29858,WA,4
29859,WA,5
29860,WB,2
29861,WB,5
29862,WB,2
30490,WB,2
33480,WA,5
23482,WB,4
23484,WA,3
24465,WA,2
24690,WB,2
24691,WA,6
27658,WA,3
23237,WB,5
24509,WA,3
25108,WA,6
25079,WB,6
25076,WB,4
25077,WA,6
25080,WA,3
24555,WA,5
31479,WB,3
31480,WA,4
32218,WB,2
29561,WB,3
29562,WB,5
29563,WB,6
32038,WB,6
20247,WB,5
20245,WB,2
32426,WA,4
32427,WA,5
28648,WA,4
28909,WB,3
28911,WB,6
23670,WB,3
34168,WA,3
34422,WB,3
27477,WB,4
27478,WA,3
24692,WA,4
29294,WA,6
27948,WB,3
26742,WA,6
24257,WA,3
23698,WA,6
23940,WB,3
23942,WA,2
23943,WA,5
23945,WA,4
29759,WA,4
29354,WB,2
29627,WA,6
29628,WB,2
29698,WB,2
31809,WB,4
26904,WB,2
26905,WB,2
24798,WB,4
25028,WA,3
25031,WB,2
24584,WB,2
25036,WB,4
27343,WA,3
27344,WA,6
27345,WA,4
27346,WB,4
24818,WB,6
29723,WA,4
29725,WB,4
28528,WA,5
28529,WB,6
28530,WZ,2;3;4;5;6
28531,WA,5
28532,WA,2
28533,WB,4
34490,WA,3
28723,WB,4
28724,WA,2
28728,WA,4
29929,WB,4
29629,WB,2
24664,WA,4
24665,WA,4
28177,WA,4
28179,WA,3
27272,WA,5
27274,WA,6
24729,WA,3
24731,WA,4
24977,WB,2
24936,WA,5
27257,WB,2
32362,WB,4
28407,WA,2
27347,WA,5
24226,WB,6
30486,WB,2
26459,WA,6
29616,WA,5
29619,WB,2
29620,WA,4
29623,WB,4
29624,WA,3
28949,WB,5
24396,WB,3
29414,WA,6
29415,WB,4
24658,WB,4
24864,WA,3
31935,WA,5
34445,WB,4
33097,WA,2
33813,WA,4
33099,WB,5
36114,WA,6
36193,WB,5
36196,WA,4
36198,WA,6
36199,WB,4
27123,WA,4
27124,WB,4
27125,WA,2
27126,WA,6
27127,WA,3
28408,WB,5
24394,WB,2
24767,WA,4
26204,WA,2
26210,WB,6
32274,WA,6
34234,WB,4
33475,WA,2
33477,WB,5
32039,WB,4
32040,WB,5
27878,WB,4
31461,WA,4
31462,WA,3
31464,WB,5
24865,WA,6
23737,WA,3
24192,WA,4
23669,WA,5
20291,WB,2
20532,WB,2
20534,WA,5
20538,WB,5
24860,WA,2
24861,WB,6
20275,WB,5
20276,WA,5
20521,WB,5
27677,WB,6
27128,WB,3
31813,WB,2
31814,WA,3
36039,WA,6
35147,WB,2
35148,WA,5
31193,WB,3
31194,WB,6
30279,WB,6
28855,WA,5
24174,WB,3
26194,WA,2
31421,WA,3
30354,WB,2
27094,WB,5
31811,WA,4
31808,WB,4
26387,WB,2
26587,WB,4
26588,WA,6
26590,WB,5
26591,WA,4
26592,WA,4
29594,WB,6
30340,WA,5
25939,WA,2
26184,WB,4
26185,WA,3
26186,WA,2
36418,WB,2
20523,WB,6
25889,WB,3
25883,WA,2
25887,WA,5
25888,WA,6
25890,WA,4
25891,WA,2
25757,WA,6
26838,WB,3
26840,WB,2
24866,WA,2
29721,WB,3
30654,WB,4
30651,WB,2
30652,WB,2
30836,WA,5
24995,WA,2
24996,WA,4
25250,WA,4
26727,WA,3
30976,WB,6
29829,WB,6
30073,WA,3
30078,WA,6
27354,WA,4
23227,WB,3
23229,WA,5
27179,WA,6
27181,WA,2
36419,WB,4
36420,WA,4
30201,WB,5
23269,WB,5
24135,WB,4
23563,WB,4
24136,WA,3
24137,WA,2
25069,WA,5
24301,WA,2
24302,WA,3
24617,WA,3
24619,WA,4
27359,WA,3
27657,WB,5
34957,WA,5
34958,WA,4
24561,WB,4
24816,WB,4
24634,WB,2
27982,WB,6
24727,WA,2
24728,WA,5
27700,WA,5
27288,WB,6
27884,WB,2
24175,WB,3
22982,WA,6
22979,WB,6
22778,WA,2
29393,WA,4
29467,WA,2
24225,WB,6
25217,WB,4
26198,WA,4
26200,WA,6
27613,WB,2
26558,WB,3
26557,WB,5
26386,WA,2
24797,WB,2
27475,WB,6
28246,WA,5
28247,WB,3
24975,WA,2
25188,WB,4
29145,WB,4
29146,WB,2
29769,WA,3
30009,WA,4
30013,WB,4
30014,WA,6
29471,WB,2
29472,WA,2
29474,WA,4
30091,WA,4
30336,WB,6
30337,WA,4
29942,WA,4
34627,WB,3
29417,WA,5
24670,WA,6
24868,WB,2
24870,WA,3
24434,WA,4
24430,WA,2
24431,WA,5
24433,WB,2
24851,WB,5
24852,WA,6
20273,WA,4
20274,WA,2
28391,WA,3
28720,WA,3
20693,WB,3
27174,WA,2
27175,WB,2
27176,WB,2
27261,WB,6
27262,WA,6
27026,WB,2
26532,WA,4
30141,WA,2
29697,WB,3
29669,WA,4
29670,WA,4
24512,WA,3
24513,WA,5
28248,WA,4
21044,WB,6
25132,WB,2
25133,WB,3
25134,WB,5
25135,WA,6
24879,WA,4
28298,WB,2
28299,WB,4
24878,WB,6
30724,WB,5
31099,WA,4
26968,WA,3
26969,WB,2
26970,WA,3
29943,WA,4
29645,WB,2
23381,WB,5
23622,WA,6
29635,WB,2
30207,WA,6
29742,WB,5
29743,WA,6
29745,WB,6
27014,WA,3
27015,WB,2
28600,WA,6
28602,WB,5
28860,WA,2
28721,WA,2
28722,WB,2
23116,WA,5
22323,WB,5
28058,WB,5
27817,WB,2
28068,WA,6
28064,WB,4
28066,WA,2
28480,WA,4
28482,WB,4
28484,WA,2
28486,WA,4
28731,WA,4
25104,WA,6
25105,WB,5
26137,WB,2
26138,WB,2
26139,WA,3
25799,WB,3
27661,WB,4
27662,WA,3
26422,WB,5
26423,WA,4
26424,WB,2
25213,WB,4
20248,WB,5
20249,WB,3
26939,WB,5
29887,WA,4
27893,WB,2
27825,WB,5
28159,WA,2
28160,WA,4
25007,WB,4
27220,WA,2
25003,WA,4
27222,WB,6
28089,WA,3
24981,WB,5
27672,WA,5
25024,WB,3
26636,WA,3
31158,WA,3
29833,WA,4
26369,WA,5
26464,WA,6
29593,WB,3
30338,WA,4
26640,WA,5
27295,WA,2
26586,WA,2
24425,WA,5
30320,WB,5
31088,WB,5
26981,WB,6
26747,WA,6
32438,WB,3
33895,WA,5
27780,WA,4
24720,WB,2
24722,WB,4
27816,WB,2
27608,WA,3
27609,WA,4
27317,WA,4
27318,WA,5
32041,WB,3
30852,WA,5
28814,WB,4
29649,WA,6
20251,WB,5
20602,WA,6
34960,WA,5
27771,WB,5
29959,WA,6
29962,WB,6
30259,WA,2
30260,WB,3
29521,WB,2
29090,WA,4
29091,WA,4
31205,WB,4
30406,WA,3
30407,WA,2
34284,WB,6
24582,WB,4
24583,WB,5
29693,WA,4
29692,WA,6
29166,WA,5
32113,WB,4
32114,WA,6
23433,WA,5
20356,WB,4
30142,WB,2
30313,WA,6
27725,WA,4
27727,WB,6
24929,WB,3
24930,WA,2
24974,WB,2
27989,WA,5
27993,WB,4
27195,WB,5
30319,WB,6
30986,WA,5
28719,WB,3
31839,WB,2
32091,WB,5
27160,WB,4
29864,WA,5
28799,WA,2
24749,WB,2
20270,WB,5
20271,WA,2
29419,WA,6
29420,WB,4
27012,WA,3
27013,WB,3
22633,WB,6
22636,WB,2
22638,WA,3
22591,WA,2
22592,WA,2
27864,WB,4
29165,WA,5
28459,WB,4
28462,WB,3
31204,WB,3
34227,WB,2
20689,WB,6
22942,WA,3
22943,WA,3
23204,WA,3
22406,WB,6
27605,WB,3
27610,WA,6
27611,WA,3
25037,WA,3
25273,WB,3
25280,WA,5
23562,WB,5
30931,WB,5
30932,WB,3
21046,WA,3
21047,WA,4
21049,WA,3
21050,WA,2
21051,WA,2
21052,WA,5
20339,WA,2
20340,WB,2
23835,WB,2
28603,WB,6
28605,WB,3
27950,WA,4
27951,WA,4
24751,WA,3
22467,WB,6
29646,WA,5
29577,WB,6
29578,WB,5
29817,WA,5
29819,WB,2
29583,WB,6
28098,WB,6
27408,WA,4
27409,WA,5
31162,WA,3
29403,WB,5
29405,WA,2
29630,WA,3
26125,WB,5
22825,WA,3
20844,WA,5
20586,WB,6
20842,WB,5
26461,WA,3
24290,WA,6
24890,WB,5
24892,WA,2
24895,WA,4
28610,WB,3
28611,WA,3
28612,WA,4
28613,WA,5
30158,WB,2
26038,WA,6
26281,WA,6
25106,WA,4
24840,WA,2
25562,WB,4
25563,WA,6
25881,WA,3
23632,WA,3
23633,WA,5
24173,WB,5
28861,WA,3
28862,WB,6
26841,WB,3
29945,WA,2
26965,WB,3
27952,WA,6
28197,WA,5
29888,WB,5
25374,WA,4
25375,WA,4
26982,WB,6
28866,WA,6
28869,WB,4
28870,WB,6
26048,WA,5
25376,WB,2
24466,WA,3
24468,WA,3
29392,WA,3
30339,WA,6
29813,WB,6
27513,WB,6
27840,WA,5
24873,WB,4
30643,WB,6
30644,WB,4
30645,WA,4
30642,WB,6
30646,WA,5
27065,WZ,2;3;4;5;6
26418,WB,3
26420,WB,4
26421,WA,6
29406,WA,2
25298,WB,3
28816,WB,5
34419,WA,5
23459,WA,6
23458,WA,3
27746,WB,5
27747,WB,5
27750,WA,2
30192,WA,6
30193,WB,4
30195,WB,2
29885,WA,4
29886,WB,4
29914,WA,3
26967,WA,3
29694,WA,6
26535,WA,6
27938,WA,2
23623,WA,5
27880,WB,3
27883,WA,5
28133,WB,3
27562,WB,5
27891,WB,4
27892,WA,3
24633,WA,2
24229,WA,2
24220,WA,5
24221,WB,5
24469,WA,3
29501,WA,3
24331,WA,2
24333,WB,6
29299,WA,2
29300,WA,2
29301,WB,2
29303,WB,2
29304,WA,5
29306,WA,3
20272,WA,5
27612,WB,6
26124,WA,6
24371,WA,5
24365,WB,2
20938,WA,6
29550,WB,3
29920,WA,5
29921,WB,4
25034,WA,3
25083,WB,4
25032,WA,2
25035,WB,2
25091,WB,4
34421,WB,6
30256,WA,5
28554,WA,6
22383,WA,6
22385,WB,6
24244,WA,4
29915,WA,3
31435,WA,2
31432,WA,6
31433,WB,4
31434,WB,6
28653,WA,4
28654,WB,4
28657,WB,4
28400,WB,6
28401,WB,2
32093,WB,4
32094,WA,4
32095,WB,2
28935,WA,4
31426,WA,4
24222,WA,3
24224,WB,3
34228,WA,6
29834,WA,5
28433,WA,3
28680,WB,5
28681,WB,6
28683,WA,5
28684,WB,6
29287,WB,5
29288,WB,5
29842,WB,6
26784,WA,4
24814,WA,2
24815,WA,6
24366,WA,6
24367,WB,6
30934,WB,3
30936,WA,2
30170,WA,6
30173,WB,5
29422,WA,3
29424,WB,3
25774,WA,4
26023,WA,3
25355,WA,3
25356,WA,2
25357,WB,2
20726,WB,4
32089,WB,2
24753,WA,2
25176,WB,2
32374,WA,4
28807,WB,4
24685,WB,2
24687,WB,2
29485,WA,4
22562,WB,3
22563,WA,3
22667,WB,5
26203,WB,3
31427,WB,2
23074,WA,5
25370,WA,3
25372,WB,5
20843,WB,4
30341,WB,2
29075,WA,4
28367,WA,5
26192,WB,5
27633,WA,3
27635,WB,2
27636,WA,5
27637,WA,3
27638,WB,5
24863,WB,5
25131,WA,4
22477,WA,4
24976,WB,2
25208,WB,4
24187,WA,6
24189,WA,5
23500,WA,5
23501,WB,5
28598,WB,5
28599,WA,2
24002,WA,5
23436,WA,2
20580,WA,6
20583,WB,3
32975,WB,2
32172,WB,2
32378,WB,3
28962,WB,2
30860,WB,2
30862,WA,5
30582,WA,5
30583,WA,6
30584,WB,3
34120,WB,6
34374,WB,3
35465,WA,5
35466,WA,5
35467,WA,5
31071,WB,2
31072,WB,3
31073,WA,4
31994,WB,6
31995,WA,5
31570,WA,4
31572,WA,4
33543,WA,4
33544,WB,6
33545,WA,3
37920,WA,3
33612,WB,5
33614,WB,4
28095,WB,2
28096,WA,6
35515,WB,5
35950,WA,6
35517,WA,2
35445,WB,3
35446,WA,2
27367,WA,4
27586,WA,4
27588,WB,2
27834,WA,5
27835,WB,6
26933,WA,6
30627,WA,2
26543,WA,6
26544,WA,6
26545,WB,2
36339,WB,5
36343,WA,6
36344,WA,5
36347,WA,3
35404,WA,4
34364,WA,3
34366,WB,4
31727,WB,6
32428,WA,2
35325,WB,6
28975,WB,2
29214,WA,4
33722,WB,6
38006,WB,3
37749,WB,5
38003,WB,5
30747,WA,5
35822,WA,3
35030,WA,3
35031,WA,3
34651,WB,3
36438,WA,6
25127,WA,6
31286,WA,4
31267,WB,5
28736,WA,3
31198,WA,5
30401,WB,2
30403,WA,5
30404,WB,2
30405,WB,3
30662,WA,4
30663,WA,2
30411,WB,3
33706,WA,2
34314,WA,4
38252,WB,2
38507,WA,4
38508,WB,6
25942,WB,2
31140,WA,4
32744,WB,2
38173,WB,4
34619,WB,4
38174,WB,3
35795,WB,3
40234,WA,2
40238,WA,2
37150,WB,2
40235,WA,2
40253,WA,2
33166,WB,3
33212,WB,3
32891,WB,4
32892,WA,2
29215,WB,6
32497,WA,6
32813,WB,5
32814,WB,3
33582,WB,2
33809,WA,5
31058,WA,5
37992,WA,4
35447,WB,4
33117,WB,4
33119,WA,6
33120,WB,4
32688,WB,2
34220,WB,2
33101,WA,2
28763,WB,2
28766,WB,2
29432,WB,4
29433,WB,6
29431,WA,5
29988,WB,3
29990,WB,6
28773,WA,6
31877,WB,3
42772,WA,3
42773,WA,3
39341,WB,4
42774,WB,3
42775,WA,3
30997,WA,6
30998,WA,3
31925,WB,5
31886,WA,4
36126,WA,2
36127,WA,6
36125,WA,3
36362,WA,3
35474,WB,3
35475,WA,2
36313,WB,6
30586,WA,5
30587,WB,5
34371,WB,6
34372,WA,3
32633,WB,2
32893,WA,4
32894,WA,5
32895,WB,6
32897,WB,2
32970,WA,4
34173,WB,3
33215,WA,2
30734,WA,3
30735,WB,5
30736,WA,6
34118,WA,5
34786,WA,6
39853,WA,4
39854,WA,4
33169,WA,6
33174,WA,4
33175,WB,6
33173,WA,2
33176,WA,3
31321,WB,6
34376,WB,2
30757,WA,5
31616,WB,5
31617,WB,4
28303,WB,2
28304,WA,4
26717,WA,2
31141,WB,4
42778,WA,3
40218,WA,6
40219,WA,3
35826,WB,4
36079,WA,4
36082,WA,3
36408,WA,3
34299,WB,6
38002,WA,3
36035,WA,3
36036,WB,6
35546,WA,4
35542,WA,4
33162,WB,4
34412,WB,2
34238,WB,6
34237,WB,6
40255,WB,6
40256,WB,3
40511,WA,5
40512,WA,3
38479,WB,2
32209,WA,2
31879,WA,2
31880,WB,6
31881,WA,4
32211,WA,6
40492,WB,6
30875,WB,3
30877,WB,5
31115,WA,2
26672,WA,3
25251,WA,4
25253,WB,6
24652,WA,3
26382,WA,3
37997,WB,4
37999,WB,2
38000,WA,3
33322,WA,5
33323,WB,2
33324,WB,6
32537,WB,5
31718,WB,6
33697,WA,3
33265,WA,5
34305,WA,2
32293,WB,3
36072,WA,4
36074,WA,6
39819,WB,2
39820,WB,3
39821,WA,3
43741,WA,2
44495,WB,5
30471,WA,3
30472,WB,2
29293,WA,6
28507,WB,2
31490,WB,5
32762,WA,2
31103,WA,5
31111,WB,2
31112,WB,5
25940,WA,6
35694,WA,5
35944,WB,6
35945,WA,3
35946,WB,3
35947,WB,2
28634,WA,2
28376,WA,6
31142,WB,2
31143,WB,6
31393,WB,3
33049,WA,5
33050,WA,5
33051,WA,2
33314,WA,3
33315,WA,4
35931,WB,4
35932,WB,5
35934,WB,5
35936,WB,6
27392,WB,6
26645,WA,4
37930,WB,3
36299,WB,6
35531,WB,5
33020,WA,2
33021,WA,4
32097,WA,2
31113,WA,6
31358,WA,6
31360,WA,5
28775,WB,3
30761,WA,4
30758,WA,6
32743,WA,5
31698,WA,3
30816,WA,5
31134,WB,4
31016,WA,4
31021,WB,2
31394,WB,4
33700,WB,6
34411,WB,5
34408,WB,5
32065,WB,2
35961,WA,6
36202,WA,2
35521,WB,4
35522,WA,5
35523,WB,4
29946,WB,5
36249,WB,5
32456,WA,4
32458,WA,2
32702,WA,2
32535,WB,4
33838,WA,6
30532,WB,2
30536,WB,4
36364,WA,2
36365,WA,4
27405,WA,3
30394,WA,5
30395,WB,5
30396,WA,5
31535,WA,3
33784,WB,5
33824,WA,6
30585,WA,3
34398,WA,6
31836,WA,4
31840,WA,6
32081,WA,4
32324,WB,2
32325,WA,3
32326,WB,4
32327,WB,5
32329,WA,2
34402,WA,6
31331,WB,6
31976,WB,4
31977,WA,3
31978,WA,5
28686,WB,5
33407,WB,4
32703,WB,2
32705,WA,4
32706,WA,2
33424,WB,5
35036,WA,5
36770,WB,3
43744,WA,4
43746,WA,5
36147,WA,5
37926,WA,6
31714,WB,6
37428,WA,5
37430,WA,2
37137,WB,5
30665,WA,2
30813,WB,4
32265,WB,5
33210,WB,4
33211,WA,6
32648,WA,4
32002,WA,4
30686,WA,3
32001,WA,2
34278,WB,4
34279,WB,6
39017,WB,5
39224,WA,3
39225,WA,4
31077,WA,3
31465,WA,5
32118,WA,2
31438,WA,3
31439,WB,4
33425,WA,3
33340,WA,3
35544,WA,4
35777,WB,2
35778,WB,6
35779,WB,2
30473,WB,6
34239,WA,4
34240,WA,6
34243,WA,3
37139,WA,3
40242,WA,6
40243,WB,4
30474,WA,3
30475,WB,5
33726,WA,2
33727,WB,5
33973,WA,5
34316,WA,3
34317,WB,2
33551,WB,6
37928,WB,6
28377,WB,4
28378,WA,6
28379,WA,4
31079,WA,3
31325,WB,5
32213,WB,6
32216,WA,3
34616,WB,6
34618,WA,2
35976,WA,6
35977,WB,6
34477,WB,6
30815,WB,5
35853,WA,3
35854,WA,3
30353,WB,6
29787,WB,4
34244,WB,2
34552,WB,2
35472,WA,3
33527,WB,4
30713,WA,2
32968,WA,5
31323,WB,2
34078,WA,4
30795,WB,5
30796,WB,5
32470,WA,2
34989,WA,6
34986,WA,2
34990,WB,2
34991,WA,4
32777,WB,6
33045,WA,2
33046,WB,4
35796,WB,4
33123,WB,5
32811,WA,4
33129,WB,5
32502,WB,6
32957,WB,4
32056,WA,2
33783,WA,6
26664,WA,6
26665,WA,3
26877,WA,5
26520,WA,4
30358,WB,4
30360,WB,3
30362,WA,2
34300,WB,2
34301,WA,4
33928,WA,2
33931,WB,5
33513,WA,2
31991,WA,6
33489,WB,2
34056,WB,2
34303,WB,4
32072,WA,4
30878,WA,4
33079,WB,4
33080,WB,3
33455,WB,2
32670,WB,2
31067,WA,6
30588,WA,2
32061,WA,5
31068,WA,3
32594,WA,5
32597,WB,6
32602,WB,2
32859,WA,4
30600,WB,2
33072,WB,3
32593,WA,5
32871,WA,3
32872,WA,5
32874,WA,6
32844,WB,4
32846,WA,3
32847,WB,6
32851,WB,3
32852,WB,3
32853,WA,5
32500,WB,5
27241,WB,6
30249,WB,5
30537,WB,2
31008,WB,5
30538,WB,5
30539,WA,3
30920,ZZ,
37055,WA,3
35398,WA,5
35399,WA,6
35400,WB,4
35401,WB,6
35468,WA,2
35543,WB,2
30601,WB,6
30604,WA,5
30605,WB,2
26425,WA,6
26668,WA,2
31149,WA,2
30907,WA,3
31215,WA,3
31216,WB,5
28515,WB,2
31443,WA,3
31448,WA,2
30945,WB,4
32269,WB,5
30905,WA,3
26617,WA,4
35520,WB,6
36115,WB,5
26546,WA,6
26547,WB,3
24990,WA,4
29788,WA,2
24678,WB,4
26931,WB,6
26888,WA,5
25943,WB,6
32618,WA,6
32619,WA,5
32499,WA,6
30787,WB,6
32059,WB,2
30599,WA,6
33230,WB,6
29672,WB,5
29674,WB,4
29676,WA,4
30326,WB,4
30329,WB,4
25695,WB,2
36076,WA,2
37113,WA,4
33364,WB,4
33415,WB,2
31137,WA,4
31138,WA,4
35903,WA,2
29378,WA,3
29699,WB,2
32462,WB,4
32463,WA,3
32464,WB,3
32465,WB,6
32466,WA,2
32908,WB,6
32909,WA,6
32913,WA,5
34369,WA,5
30794,WB,2
34370,WB,2
31883,WB,5
36409,WB,5
36838,WA,5
36839,WB,3
34645,WB,6
34646,WB,2
34647,WA,4
34648,WA,3
31558,WA,2
31696,WA,2
31697,WB,5
33272,WA,4
32153,WB,6
30331,WA,5
30332,WA,6
33587,WA,5
33588,WA,3
30864,WA,5
30865,WB,2
30866,WA,5
30867,WB,6
36166,WA,6
34620,WA,5
32380,WB,6
32738,WA,4
32739,WA,3
32741,WB,4
32742,WA,5
33896,WB,6
39342,WB,4
39343,WA,4
39345,WA,3
30267,WB,5
